Protocol Name,Sample ID,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00379128-01,activity,,4,0,10.135,O=C(CCCCN1CCOCC1)NC2=CC=C(C=C2)C3=CC=CN=C3,,,,,,4441,Tocris,2020_NPACT_01,,,SEN 12333,,4,,,,5.271,0,,,,,,,,,,0,,,12.192,6.921,52.683,,,,,,,,,,8ZSPSNJMHRTR,XCHIZTUBUXZESJ,,APP-SARSCoV2_3CLpro-Kales,kBCQswsAlBUpleGVAf,,Neuronal acetylcholine receptor subunit alpha-7 Agonist,,,,,,339.4,363678374,[874450-44-9],CHRNA7,1139,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297393356,KN12142022,,HTS,,12.192,6.921,10.135,,,,,,,,,,,,,,,,,,,,,,,258335098
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00346579-03,activity,,4,0,9.32,CC1=C(C=CC=C1)N2\C(=N/C3=C(C(=CC=C3)C)C2=O)C[N]4N=CC5=C4N=CN=C5N,,,,,,B2187,APExBIO,2020_NPACT_01,,,PIK-293,,4,,,,2.1,0,,,,,,,,,,0,,,9.32,7.22,35.182,,,,,,,,,,B26TNU8TL6N4,KQDBVHKNIYROHU,,APP-SARSCoV2_3CLpro-Kales,ucFAmfBHIHMSLWmCoR,,PI3K Inhibitor,,,,,,397.4,363677461,900185-01-5 ,PIK3CA,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297392486,KN12142022,,HTS,,7.22,7.669,9.32,,,,,,,,,,,,,,,,,,,,,,,258335099
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00345790-10,activity,,4,0,1.122,C[S+]([O-])(=O)C1=C2[N](CC3=CC=C(Cl)C=C3)C4=C(CC[C@@H]4CC(O)=O)C2=CC(=C1)F,,,,,,1480,Axon Medchem,2020_NPACT_01,,,Laropiprant,,4,,,,6.637,0,,,,,,,,,,0,,,7.759,1.122,32.249,,,,,,,,,,,FKVDXYUOIFFOHY,,APP-SARSCoV2_3CLpro-Kales,MDiitXZfXanEkCYyNb,,prostaglandin D2 DP1 Inhibitor,,,SODIUM,,,435.9,363677353,572874-50-1,PTGDR,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297391214,KN12142022,,HTS,,7.759,5.996,1.122,,,,,,,,,,,,,,,,,,,,,,,258335100
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00370914-01,activity,,4,0,8.784,CC(C)[N]1C2=CC=CC=C2C3=C1C=CC(=C3C)NC(=O)N4CCOCC4,,,,,,3677,Tocris,2020_NPACT_01,,,NPY 5RA972,,4,,,,3.225,0,,,,,,,,,,0,,,8.784,5.558,29.193,,,,,,,,,,BMQ21LQCRMMY,ZNFMHLDBJPAFEQ,,APP-SARSCoV2_3CLpro-Kales,AVvmSocKBEQXoNYNrv,,Neuropeptide Y receptor type 5 Antagonist,,,,,,351.4,363677930,3677,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297391748,KN12142022,,HTS,,6.017,5.558,8.784,,,,,,,,,,,,,,,,,,,,,,,258335101
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00390260-01,activity,,4,0,7.666,CC1=CC(=CC(=C1)NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)C,,,,,,A12323,Adooq,2020_NPACT_01,,,Efaproxiral,,4,,,,6.234,0,,,,,,,,,,0,,,11.812,5.578,49.285,,,,,,,,,,JYL6S5WKYT7T,BNFRJXLZYUTIII,,APP-SARSCoV2_3CLpro-Kales,nkXWEPXbDFDkcxLXEv,,Chemosensitizer,,,,,,341.4,363680869,131179-95-8,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297394160,KN12142022,,HTS,,11.812,5.578,7.666,,,,,,,,,,,,,,,,,,,,,,,258335102
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00378759-01,activity,,4,0,9.414,COC1=CC=C(C=C1)C/2=C/C3=C(C(=O)N2C)C(=NO3)C4=CC=NC=C4,,,,,,2963,Tocris,2020_NPACT_01,,,MMPIP hydrochloride,,4,,,,5.292,0,,,,,,,,,,0,,,9.414,4.122,37.594,,,,,,,,,,7ZH6N7AL5QP2,PDWYBOZNEVALOV,,APP-SARSCoV2_3CLpro-Kales,xkQESaBqLNEWVhaJnI,,Metabotropic glutamate receptor 7 Antagonist,,,HCL,,,333.3,363678182,[479077-02-6],,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297391268,KN12142022,,HTS,,8.585,4.122,9.414,,,,,,,,,,,,,,,,,,,,,,,258335103
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00386513-01,activity,,4,0,12.525,CCNC(=O)[C@H]1O[C@@H]([C@H](O)[C@@H]1O)[N]2C=NC3=C2N=C(N=C3NCC(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)NCCNC(=O)NC6CCN(CC6)C7=NC=CC=C7,,,,,,1193,Axon Medchem,2020_NPACT_01,,,UK 432097,,4,,,,3.345,0,,,,,,,,,,0,,,15.87,12.525,64.496,,,,,,,,,,U6TLCK5HPD21,ZOTHAEBAWXWVID,,APP-SARSCoV2_3CLpro-Kales,RVSEdYbuBoJfQDpeIG,,Adenosine A2a receptor Agonist,,,,,,777.9,363680312,380221-63-6,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297393560,KN12142022,,HTS,,13.455,15.87,12.525,,,,,,,,,,,,,,,,,,,,,,,258335104
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00370824-01,activity,,4,0,1.298,[O-][N+](=O)C1=CC(=CC=C1[S+]([O-])(=O)N2CCN(CC2)CC3=CC=CC=C3)Cl,,,,,,3745,Tocris,2020_NPACT_01,,,RN 1747,,4,,,,7.116,0,,,,,,,,,,0,,,8.414,1.298,33.657,,,,,,,,,,GSQRF3L3HZD1,ZNLVYSJQUMALEO,,APP-SARSCoV2_3CLpro-Kales,lzMETqrYexwWAISLgB,,Transient receptor potential cation channel subfamily M member 8 Antagonist,,,,,,395.9,363677871,3745,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297391724,KN12142022,,HTS,,8.414,4.567,1.298,,,,,,,,,,,,,,,,,,,,,,,258335105
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00379120-01,activity,,4,0,13.179,COC1CCN(CC1)C2=NC(=CC=C2)C3=CC(=NC(=N3)[N]4N=C(C)C=C4C)NC(C)=O,,,,,,4407,Tocris,2020_NPACT_01,,,TC-G 1004,,4,,,,4.615,0,,,,,,,,,,0,,,16.688,12.073,60.454,,,,,,,,,,HXBXDVRU9PM8,JENSDTKXNVHSSN,,APP-SARSCoV2_3CLpro-Kales,nPCYHkGOGjFLZIZiol,,Adenosine A2a receptor Antagonist,,,,,,421.5,363678368,[1061747-72-5],,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297393245,KN12142022,,HTS,,12.073,16.688,13.179,,,,,,,,,,,,,,,,,,,,,,,258335106
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00179445-04,activity,,4,0,7.019,CC(=O)[C@H]1CC[C@H]2[C@@H]3\C=C/C4=C/C(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,,,,,,S4097,Selleck,2020_NPACT_01,,,Dydrogesterone,,4,,,,6.747,0,,,,,,,,,,0,,,7.808,1.061,31.617,,,,,,,,,,MDTX5WJMUSVL,JGMOKGBVKVMRFX,,APP-SARSCoV2_3CLpro-Kales,oPLeFVFaBRqjJTSTjn,,signaling/transport,,,,,,312.4,363676945,152-62-5,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297390689,KN12142022,,HTS,,7.808,1.061,7.019,,,,,,,,,,,,,,,,,,,,,,,258335107
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00165902-04,activity,,4,0,12.248,CN1CCN(CC1)C(=O)C2=C(C)[NH]C(=C2C)\C=C3/C(=O)NC4=CC=C(C=C34)[S+]([O-])(=O)N(C)C5=CC(=CC=C5)Cl,,,,,,S1080,Selleck,2020_NPACT_01,,,SU-MI-2,,4,,,,2.911,0,,,,,,,,,,0,,,12.248,9.337,45.201,,,,,,,,,,61PSN2FAQ637,PGKXHYVUCJQWPU,,APP-SARSCoV2_3CLpro-Kales,mWBqMRWDITteRzVNLB,,HGFR Inhibitor,,,,,,568.1,363676648,658084-23-2,MET,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297392150,KN12142022,,HTS,,9.337,9.367,12.248,,,,,,,,,,,,,,,,,,,,,,,258335108
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00379066-01,activity,,4,0,5.571,C[S+]([O-])(=O)NC1=CC=C2OC3=C(OC(F)F)C=CC(=C3C2=C1)C(=O)NC4=C(Cl)C=NC=C4Cl,,,,,,HY-15178,MedChem Express,2020_NPACT_01,,,Oglemilast,,4,,,,7.693,0,,,,,,,,,,0,,,13.264,5.571,57.923,,,,,,,,,,WBWVN9R11TKB,OIPBWGQSFLSRLI,,APP-SARSCoV2_3CLpro-Kales,SEMNOHkeLQYoktGqkM,,Phosphodiesterase 4D Inhibitor,,,,,,516.3,363678335,778576-62-8,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297391784,KN12142022,,HTS,,12.995,13.264,5.571,,,,,,,,,,,,,,,,,,,,,,,258335109
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00384189-06,activity,,4,16,21.755,COC1=CC2=NC(=NC(=C2C=C1OC)NCCCCCN3CCCC3)N4CCCC4,,,,,,GLXC-05156,Glixx,2020_NPACT_01,,,UNC0379,,4,,,,15.949,22,4.504,1,0.999,,,,,,,6,,,21.755,5.806,36.449,37.325,,,,,,,,,AG3BN574J6Z6,WEXCGGWTIDNVNT,,APP-SARSCoV2_3CLpro-Kales,YwcLQnYtjSqxYpuEAb,,N-lysine methyltransferase SETD8 Inhibitor,,,,,,413.6,363679181,1620401-82-2,KMT5A,387893,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297390611,KN12142022,,HTS,,5.806,8.692,21.755,,,,,,,,,,,,,,,,,,,,,,,258335110
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00389725-01,activity,,4,-36.908,-26.173,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOCC5C,,,,,,A1642,APExBIO,2020_NPACT_01,,,GDC-0349,,4,,,,35.58,-27.408,4.095,1,0.999,,,,,,,9.5,,,9.406,-26.173,26.017,26.051,,,,,,,,,HG2N6CLRT3W7,RGJOJUGRHPQXGF,,APP-SARSCoV2_3CLpro-Kales,GnGfVhQorjVunIfcZd,,"Pim-3 Kinase Inhibitors, mTOR",,,,,,452.5,363680841,1207360-89-1,,,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297393677,KN12142022,,HTS,,9.406,6.214,-26.173,,,,,,,,,,,,,,,,,,,,,,,258335111
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00263130-02,activity,,4,14,20.509,CCCCN1C(=O)N(CC2=C(F)C=CC=C2)C(=O)C3=C1[NH]C(=N3)CC4=CC=C(NC(C)=O)C=C4,,,,,,1165,Axon Medchem,2020_NPACT_01,,,cPEPCK Inhibitor,,4,,,,14.02,20.5,4.095,1,1,,,,,,,6.5,,,20.509,6.489,38.835,38.737,,,,,,,,,FCR92644MTW4,JHSHXKJSPVHPCJ,,APP-SARSCoV2_3CLpro-Kales,HTpECNbhsidjnultod,,cPEPCK Inhibitor,,,,,,463.5,363677217,628279-07-2,PCK1,,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297391703,KN12142022,,HTS,,6.489,9.43,20.509,,,,,,,,,,,,,,,,,,,,,,,258335112
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00387224-01,activity,,4,-15,-5.416,C[C@@H]1CC2=C(C=C3OCOC3=C2)C(=N\N1C(C)=O)/C4=CC=C(N)C=C4,,,,,,5032,Tocris,2020_NPACT_01,,,Ampanel,,4,,,,14.247,-6,2.533,1,1,,,,,,,9,,,8.83,-5.416,31.447,31.486,,,,,,,,,5KFYABCD1MCG,JACAAXNEHGBPOQ,,APP-SARSCoV2_3CLpro-Kales,aHYHcXuFkHiGkdTgrA,,Kainate Receptor Antagonist,,,,,,337.4,363680579,[161832-65-1],,,,0,3,0,,,162252,0 0 0,1,1,32:49.0,,,,,,,,297390977,KN12142022,,HTS,,8.83,3.597,-5.416,,,,,,,,,,,,,,,,,,,,,,,258335113
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00274070-02,activity,,4,0,9.599,CCCC(N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,,,,,,4302,Tocris,2020_NPACT_01,,,Perindopril Erbumine,,4,,,,6.33,0,,,,,,,,,,0,,,9.599,3.268,27.07,,,,,,,,,,291C1MU3Q1AF,IPVQLZZIHOAWMC,,APP-SARSCoV2_3CLpro-Kales,dHFJjaSagfKfhIjHjN,,Angiotensin-I Converting Enzyme Inhibitor,,,TERT-BUTYLAMINE,,,368.5,363677314,107133-36-8,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297391175,KN12142022,,HTS,,5.767,3.268,9.599,,,,,,,,,,,,,,,,,,,,,,,258335114
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00356067-13,activity,,4,0,13.799,CC1=NN=C2[C@H](CC(=O)NC3=CC=C(O)C=C3)N=C(C4=C(SC(C)=C4C)N12)C5=CC=C(Cl)C=C5,,,,,,2651,Bio Vision,2020_NPACT_01,,,OTX015,,4,,,,2.438,0,,,,,,,,,,0,,,13.799,11.361,54.565,,,,,,,,,,,GNMUEVRJHCWKTO,,APP-SARSCoV2_3CLpro-Kales,DfsbSDAZOmeNVsdOLA,,,,,,,,,,202590-98-5,,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297393683,KN12142022,,HTS,,11.361,11.485,13.799,,,,,,,,,,,,,,,,,,,,,,,258335115
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00402264-02,activity,,4,0,-1.875,CC1=CC=C(S1)[S+]([O-])(=O)NC2=C(C=CC=C2)N3CCCCC3,,,,,,GLXC-05344,Glixx,2020_NPACT_01,,,MK6-83,,4,,,,9.704,0,,,,,,,,,,0,,,7.829,-1.875,29.235,,,,,,,,,,A4PUTRVRBH75,CFKJIIXWLNTOPK,,APP-SARSCoV2_3CLpro-Kales,LGxJokXdtMCKatriDj,,Mucolipin-1 Activator,,,,,,336.5,363681005,1062271-24-2,MCOLN1,57192,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297392513,KN12142022,,HTS,,7.829,3.25,-1.875,,,,,,,,,,,,,,,,,,,,,,,258335116
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00346449-02,activity,,4,0,6.249,ClC1=CC=C(CCCOC/2=N/NC(=O)C(=C2NCC3=CN=CC=C3)/Br)C=C1,,,,,,1482,Axon Medchem,2020_NPACT_01,,,Parogrelil,,4,,,,3.542,0,,,,,,,,,,0,,,8.849,5.307,37.939,,,,,,,,,,LNV1ZHPS3SD7,YJMYSLFFZJUXOA,,APP-SARSCoV2_3CLpro-Kales,RfpDNWtvWRVqVJuZYs,,Phosphodiesterase III/Va (PDE) Inhibitor,,,,,,449.7,363677409,139145-27-0,PDE5A,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297393179,KN12142022,,HTS,,8.849,5.307,6.249,,,,,,,,,,,,,,,,,,,,,,,258335117
APP-SARSCoV2-PLpro-p6-AMC-BiochemAssay-NPACT,NCGC00346697-05,activity,,4,0,13.377,FC(F)(F)C1=NC(=NC=C1C(=O)NCC2CCOCC2)NC3=CC=C(Cl)C=C3Cl,,,,,,A11253,Adooq,2020_NPACT_01,,,842166X,,4,,,,5.86,0,,,,,,,,,,0,,,13.377,7.516,41.127,,,,,,,,,,HPKDQL66ARB2,TWQYWUXBZHPIIV,,APP-SARSCoV2_3CLpro-Kales,sjyGDUiaiNRxQodVSU,,Cannabinoid CB2 Agonist,,,,,,449.3,363677524,666260-75-9,CNR2,,,0,3,,,,162252,,1,1,32:49.0,,,,,,,,297393776,KN12142022,,HTS,,8.412,7.516,13.377,,,,,,,,,,,,,,,,,,,,,,,258335118
